ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,Examples_Count,Examples_Count_Log
undefined,Undefined Language,,,,,,,
stan1293,English,,53.0,-1.0,stan1293,,283,5.645446897643238
ital1282,Italian,,43.0464,12.6489,ital1282,,196,5.278114659230517
pite1240,Pite Saami,,66.4011,17.4261,pite1240,,324,5.780743515792329
moha1256,Mohave,,34.8866,-114.599,moha1256,,25,3.2188758248682006
nias1242,Nias,,0.90691,97.4961,nias1242,,28,3.332204510175204
tenn1246,Tennet,,4.91107,32.6307,tenn1246,,17,2.833213344056216
murl1244,Murle,,6.69756,33.988,murl1244,,10,2.302585092994046
nand1266,Nandi,,0.793737,35.408478,nand1266,,12,2.4849066497880004
dato1239,Barabayiiga-Gisamjanga,,-4.4131,35.2321,dato1239,,8,2.0794415416798357
turk1308,Turkana,,4.30688,35.7101,turk1308,,27,3.295836866004329
maaa1253,Maa,,11.5205,107.339,maaa1253,,14,2.6390573296152584
east2652,Eastern Oromo,,8.67428,41.4395,east2652,,15,2.70805020110221
alab1254,Alaba-K'abeena,,7.39014,38.1732,alab1254,,16,2.772588722239781
arbo1245,Arbore,,4.92183,36.7986,arbo1245,,12,2.4849066497880004
bora1271,Borana-Arsi-Guji Oromo,,1.05676,37.882,bora1271,,12,2.4849066497880004
gamo1243,Gamo,,6.27645,37.23808,gamo1243,,13,2.5649493574615367
wola1242,Wolaytta,,6.32668,37.7537,wola1242,,13,2.5649493574615367
zays1236,Zayse,,,,zays1236,,3,1.0986122886681098
kumi1248,Tipai,,32.331,-116.604,kumi1248,,19,2.9444389791664403
yava1252,Yavapai,,,,yava1252,,10,2.302585092994046
hava1249,Havasupai,,,,hava1249,,7,1.9459101490553132
wapp1239,Wappo,,38.25,-122.5,wapp1239,,24,3.1780538303479458
nort2951,Northwest Maidu,,39.6721,-121.368,nort2951,,6,1.791759469228055
ajie1238,Ajië,,-21.3029,165.468,ajie1238,,16,2.772588722239781
savo1255,Savosavo,,-9.12853,159.814,savo1255,,25,3.2188758248682006
wask1241,Waskia,,-4.57978,145.979,wask1241,,7,1.9459101490553132
kaki1249,Kaki Ae,,-7.9946,145.816,kaki1249,,1,0.0
yawu1244,Yawuru,,-18.004,122.693,yawu1244,,2,0.6931471805599453
naba1256,Nabak,,-6.42709,146.966,naba1256,,6,1.791759469228055
eipo1242,Eipomek,,-4.33691,140.045,eipo1242,,2,0.6931471805599453
coco1261,Cocopa,,32.376,-114.848,coco1261,,5,1.6094379124341003
mari1440,Maricopa,,33.5123,-111.749,mari1440,,6,1.791759469228055
wala1270,Walapai,,,,wala1270,,4,1.3862943611198906
nucl1301,Turkish,,39.8667,32.8667,nucl1301,,61,4.110873864173311
chec1245,Chechen,,43.5,45.5,chec1245,,3,1.0986122886681098
oldf1239,Old French (842-ca. 1400),,48.8,1.11,oldf1239,,7,1.9459101490553132
oira1263,Oirata,,-8.09044,127.201,oira1263,,5,1.6094379124341003
mang1381,Mangarrayi,,-14.8,133.5,mang1381,,9,2.1972245773362196
mull1237,Mullukmulluk,,-13.427,130.664,mull1237,,2,0.6931471805599453
ipai1240,Ipai,,33.005,-116.993,ipai1240,,1,0.0
pari1256,Päri,,5.09472,32.4822,pari1256,,2,0.6931471805599453
east2328,Eastern Mari,,55.8307,48.405,east2328,,1,0.0
chuv1255,Chuvash,,55.48701,47.16298,chuv1255,,10,2.302585092994046
nort2671,North Saami,,68.725,22.1113,nort2671,,24,3.1780538303479458
oldr1238,Old Russian,,54.813,31.827,oldr1238,,2,0.6931471805599453
amha1245,Amharic,,11.708182,39.543456,amha1245,,11,2.3978952727983707
alba1267,Albanian,,,,alba1267,,30,3.4011973816621555
roma1327,Romanian,,46.3913,24.2256,roma1327,,128,4.852030263919617
bulg1262,Bulgarian,,43.3646,25.047,bulg1262,,114,4.736198448394496
west2369,Western Farsi,,32.9,53.3,west2369,,138,4.927253685157205
kild1236,Kildin Saami,,68.2158,35.8348,kild1236,,14,2.6390573296152584
russ1263,Russian,,59.0,50.0,russ1263,,811,6.698268054115413
chuk1273,Chukchi,,68.6436,170.045,chuk1273,,25,3.2188758248682006
mand1415,Mandarin Chinese,,40.0209,116.228,mand1415,,169,5.1298987149230735
even1259,Evenki,,61.972,94.689,even1259,,20,2.995732273553991
sout2750,Southern Yukaghir,,64.218,154.375,sout2750,,2,0.6931471805599453
hung1274,Hungarian,,46.9068585714,19.6555271429,hung1274,,171,5.14166355650266
east2545,Eastern Pomo,,38.5647,-122.586,east2545,,3,1.0986122886681098
bolg1250,Bolgarian,,48.671481,42.729234,bolg1250,,3,1.0986122886681098
sout1528,Serbian-Croatian-Bosnian,,44.15,18.81,sout1528,,144,4.969813299576001
stan1295,German,,48.649,12.4676,stan1295,,447,6.102558594613569
mina1268,Minangkabau,,-0.896,100.44,mina1268,,3,1.0986122886681098
taga1270,Tagalog,,14.06,121.747,taga1270,,143,4.962844630259907
lahu1253,Lahu,,21.2701,100.214,lahu1253,,3,1.0986122886681098
udmu1245,Udmurt,,56.12921,52.63548,udmu1245,,1,0.0
wari1268,Wari',,-10.69948,-64.56152,wari1268,,1,0.0
kalm1244,Kalmyk,,,,kalm1244,,6,1.791759469228055
finn1318,Finnish,,64.7628,25.5577,finn1318,,160,5.075173815233827
dani1285,Danish,,54.8655,9.36284,dani1285,,41,3.713572066704308
oroc1248,Oroch,,50.32354,137.85131,oroc1248,,5,1.6094379124341003
sali1295,Saliba,,-10.6148,150.727,sali1295,,4,1.3862943611198906
nort2641,Northern Kurdish,,37.0,43.0,nort2641,,16,2.772588722239781
latv1249,Latvian,,56.826108,24.309118,latv1249,,4,1.3862943611198906
endo1242,Endo,,,,endo1242,,4,1.3862943611198906
yidd1255,Yiddish,,,,yidd1255,,9,2.1972245773362196
gree1276,Greek,,,,gree1276,,472,6.156978985585555
stan1290,French,,48.0,2.0,stan1290,,243,5.493061443340548
port1283,Portuguese,,39.91,-8.1,port1283,,38,3.6375861597263857
kore1280,Korean,,37.54,126.98,kore1280,,65,4.174387269895637
mala1464,Malayalam,,9.59208,76.7651,mala1464,,4,1.3862943611198906
wels1247,Welsh,,52.0,-4.0,wels1247,,22,3.091042453358316
nucl1643,Japanese,,35.0,135.0,nucl1643,,143,4.962844630259907
basq1248,Basque,,43.2787,-1.31622,basq1248,,55,4.007333185232471
cher1273,Cherokee,,35.4664,-83.163,cher1273,,4,1.3862943611198906
darg1241,North-Central Dargwa,,42.4257,47.4388,darg1241,,580,6.363028103540465
dutc1256,Dutch,,52.0,5.0,dutc1256,,193,5.262690188904886
yakk1236,Yakkha,,27.3714,87.9306,yakk1236,,873,6.771935555839602
mauw1238,Mauwake,,-4.52416,145.394,mauw1238,,1690,7.432483807917119
east2303,Archaic Finnish Swedish,,62.476944,21.348611,east2303,,3,1.0986122886681098
orsa1234,Orsamål,,,,orsa1234,,7,1.9459101490553132
elfd1234,Elfdalian,,,,elfd1234,,62,4.127134385045092
soll1234,Sollerömål,,,,soll1234,,12,2.4849066497880004
moro1292,Moroccan Arabic,,32.5,-7.5,moro1292,,5,1.6094379124341003
arch1246,Archaic Norrlandic,,66.32,22.84,arch1246,,6,1.791759469228055
swed1254,Swedish,,59.800634,17.389526,swed1254,,282,5.641907070938114
stan1288,Spanish,,40.4414,-1.11788,stan1288,,399,5.988961416889864
stan1318,Standard Arabic,,27.9625,43.8525,stan1318,,5,1.6094379124341003
norw1258,Norwegian,,59.92,10.71,norw1258,,115,4.74493212836325
midd1321,Middle Dutch,,51.656,5.34,midd1321,,2,0.6931471805599453
afri1274,Afrikaans,,-22.0,30.0,afri1274,,39,3.6635616461296463
chak1271,Chakali,,9.83446,-1.90181,chak1271,,346,5.846438775057725
paas1238,Paasaal,,10.2004,-1.8048,paas1238,,4,1.3862943611198906
gonj1241,Gonja,,8.48801,-0.72757,gonj1241,,2,0.6931471805599453
vagl1239,Vagla,,9.33848,-2.31333,vagl1239,,1,0.0
wali1263,Wali (Ghana),,10.0212,-2.31263,wali1263,,3,1.0986122886681098
gaaa1244,Ga,,5.65488,-0.18598,gaaa1244,,6,1.791759469228055
grus1239,Grusi,,,,grus1239,,1,0.0
haus1257,Hausa,,11.1513,8.7804,haus1257,,11,2.3978952727983707
kase1253,Kasem,,11.0824,-1.39076,kase1253,,2,0.6931471805599453
kwaa1262,Baa,,9.42222,11.4439,kwaa1262,,7,1.9459101490553132
gura1261,Gur,,,,gura1261,,3,1.0986122886681098
arab1395,Arabic,,,,arab1395,,205,5.3230099791384085
lati1261,Latin,,41.9026,12.4502,lati1261,,33,3.4965075614664802
aust1307,Austronesian,,,,aust1307,,13,2.5649493574615367
papu1250,Papuan Malay,,-2.53482,139.651,papu1250,,1446,7.27655640271871
sarm1242,Sarmi,,,,sarm1242,,25,3.2188758248682006
indo1316,Standard Indonesian,,-7.33458,109.716,indo1316,,26,3.258096538021482
nucl1632,Sentani,,-2.6013,140.512,nucl1632,,1,0.0
nort2828,North Moluccan Malay,,-0.86437,128.323,nort2828,,2,0.6931471805599453
biak1248,Biak,,-0.9523,135.879,biak1248,,6,1.791759469228055
ambo1255,Ambon Malay,,,,ambo1255,,1,0.0
dobo1244,Dobo Malay,,,,dobo1244,,1,0.0
sril1245,Sri Lanka Malay,,6.91603,79.864,sril1245,,1,0.0
mala1481,Manado Malay,,1.48099,124.843,mala1481,,23,3.1354942159291497
isir1237,Isirawa,,-1.88775,138.595,isir1237,,2,0.6931471805599453
saba1263,Sabah Malay,,4.64808,117.024,saba1263,,1,0.0
java1254,Javanese,,-7.001,109.287,java1254,,1,0.0
wakd1237,Wakde,,-1.98457,139.008,wakd1237,,2,0.6931471805599453
bone1255,Bonerif,,-2.09529,139.208,bone1255,,2,0.6931471805599453
jama1262,Jamaican Creole English,,18.13,-77.2612,jama1262,,70,4.248495242049359
gull1243,Gullah,,,,gull1243,,1,0.0
sran1240,Sranan Tongo,,5.83,-55.33,sran1240,,25,3.2188758248682006
creo1235,Guyanese Creole English,,9.0,-62.0,creo1235,,15,2.70805020110221
sara1340,Saramaccan,,4.54729,-54.0238,sara1340,,1,0.0
berb1259,Berbice Creole Dutch,,5.3829,-58.0002,berb1259,,8,2.0794415416798357
swis1247,Central Alemannic,,47.0516,8.46419,swis1247,,2,0.6931471805599453
phal1254,Palula,,35.5096,71.8421,phal1254,,892,6.79346613258001
krio1253,Krio,,10.8811,-14.3204,krio1253,,12,2.4849066497880004
fern1234,Pichi,,3.74,8.78,fern1234,,1436,7.269616749608169
yoru1245,Yoruba,,7.15345,3.67225,yoru1245,,8,2.0794415416798357
yuca1254,Yucatec Maya,,18.7757,-88.9567,yuca1254,,1,0.0
ewee1241,Ewe,,6.46061,0.814975,ewee1241,,8,2.0794415416798357
efik1245,Efik,,4.89379,8.38121,efik1245,,8,2.0794415416798357
sout2991,South Bolivian Quechua,,-20.9201,-66.3331,sout2991,,17,2.833213344056216
warl1255,Warlmanpa,,-18.949,133.862,warl1255,,1,0.0
geee1239,Ge,,26.8542,107.823,geee1239,,3,1.0986122886681098
mang1378,Mang,,21.4305,102.133,mang1378,,5,1.6094379124341003
atem1241,Mand,,-5.08137,144.806,atem1241,,4,1.3862943611198906
tswa1255,Tswa,,-22.9891,32.4287,tswa1255,,2,0.6931471805599453
maor1246,Maori,,-38.2881,176.541,maor1246,,49,3.8918202981106265
somm1240,Som,,-6.07366,146.651,somm1240,,2,0.6931471805599453
hung1275,Hung,,18.7849,104.772,hung1275,,1,0.0
mori1278,Morisyen,,-20.2613,57.5517,mori1278,,14,2.6390573296152584
hait1244,Haitian,,18.795135,-72.136115,hait1244,,43,3.7612001156935624
mala1533,Malacca-Batavia Portuguese Creole,,2.188087,102.262059,mala1533,,1,0.0
saot1239,Sãotomense,,0.28332,6.61935,saot1239,,3,1.0986122886681098
sese1246,Seselwa Creole French,,-4.62314,55.4503,sese1246,,3,1.0986122886681098
ndyu1242,Aukan,,4.3126,-54.6419,ndyu1242,,2,0.6931471805599453
hida1246,Hidatsa,,47.33,-102.0,hida1246,,29,3.367295829986474
crow1244,Crow,,45.368,-107.874,crow1244,,11,2.3978952727983707
mand1446,Mandan,,46.83,-101.0,mand1446,,17,2.833213344056216
iowa1245,Iowa-Oto,,40.0511,-95.5213,iowa1245,,12,2.4849066497880004
lako1247,Lakota,,46.3699,-103.95,lako1247,,32,3.4657359027997265
iowa1246,Iowa,,,,iowa1246,,5,1.6094379124341003
hoch1243,Ho-Chunk,,43.5,-88.5,hoch1243,,146,4.983606621708336
osag1243,Osage,,36.7828,-96.2949,osag1243,,4,1.3862943611198906
bilo1248,Biloxi,,31.32,-89.1951,bilo1248,,10,2.302585092994046
anci1244,Ancient Hebrew,,31.7761,35.1725,anci1244,,35,3.5553480614894135
assi1247,Assiniboine,,49.2923,-106.068,assi1247,,11,2.3978952727983707
yuch1247,Yuchi,,35.75,-86.75,yuch1247,,1,0.0
chic1270,Chickasaw,,34.0,-88.0,chic1270,,2,0.6931471805599453
ofoo1242,Ofo,,30.43,-91.75,ofoo1242,,2,0.6931471805599453
atak1252,Atakapa,,30.9121,-93.0827,atak1252,,2,0.6931471805599453
chit1248,Chitimacha,,30.3386,-90.9123,chit1248,,2,0.6931471805599453
choc1276,Choctaw,,32.25,-88.5,choc1276,,1,0.0
natc1249,Natchez,,31.75,-91.33,natc1249,,2,0.6931471805599453
tuni1252,Tunica,,30.9888,-92.5403,tuni1252,,1,0.0
kans1243,Kansa,,39.0,-94.4,kans1243,,6,1.791759469228055
omah1248,Omaha,,,,omah1248,,12,2.4849066497880004
omah1247,Omaha-Ponca,,42.0944,-96.5295,omah1247,,15,2.70805020110221
ngit1239,Ngiti,,1.30455,30.2242,ngit1239,,2,0.6931471805599453
sout2969,Southern Paiute,,37.0,-114.0,sout2969,,1,0.0
beng1280,Bengali,,24.0,90.0,beng1280,,5,1.6094379124341003
assa1263,Assamese,,26.0876,91.2932,assa1263,,6,1.791759469228055
imon1245,Imonda,,-3.31228,141.171,imon1245,,4,1.3862943611198906
siwu1238,Siwu,,7.23811,0.44362,siwu1238,,1,0.0
laoo1244,Lao,,19.0,102.46,laoo1244,,15,2.70805020110221
sali1255,Salishan,,,,sali1255,,8,2.0794415416798357
gand1255,Ganda,,0.66884,32.15153,gand1255,,112,4.718498871295094
ikkk1242,Ik,,3.61407,34.2507,ikkk1242,,196,5.278114659230517
yong1288,Yongning Na,,,,yong1288,,196,5.278114659230517
lolo1261,Lolo,,-17.0232,35.9451,lolo1261,,2,0.6931471805599453
mand1469,Mande,,,,mand1469,,2,0.6931471805599453
laze1238,Laze,,27.85,101.45,laze1238,,1,0.0
tibe1272,Tibetan,,28.3681,90.1872,tibe1272,,6,1.791759469228055
nais1236,Naish,,,,nais1236,,1,0.0
shix1238,Shixing,,28.3895,100.4,shix1238,,2,0.6931471805599453
sini1245,Sinitic,,,,sini1245,,3,1.0986122886681098
east2346,Eastern Gorkha Tamang,,28.2213,84.9451,east2346,,1,0.0
naxi1245,Naxi,,27.5,100.0,naxi1245,,3,1.0986122886681098
braz1246,Brazilian Portuguese,,,,braz1246,,73,4.290459441148391
icel1247,Icelandic,,63.4837,-19.0212,icel1247,,217,5.37989735354046
roma1334,Romance,,,,roma1334,,20,2.995732273553991
thai1261,Thai,,14.192,100.671,thai1261,,11,2.3978952727983707
poli1260,Polish,,51.8439,18.6255,poli1260,,107,4.672828834461906
faro1244,Faroese,,62.0732,-6.88497,faro1244,,27,3.295836866004329
zulu1248,Zulu,,-28.9,30.2,zulu1248,,75,4.31748811353631
sout2807,Southern Sotho,,-28.78,27.89,sout2807,,4,1.3862943611198906
here1253,Herero,,-21.0231,20.5655,here1253,,8,2.0794415416798357
lugu1238,Luguru,,-6.86828,37.5557,lugu1238,,11,2.3978952727983707
swah1253,Swahili,,-8.25605,37.624,swah1253,,96,4.564348191467836
buku1249,Bukusu,,0.68043,34.7719,buku1249,,146,4.983606621708336
west2454,Western Niger Fulfulde,,14.2471,-0.52004,west2454,,3,1.0986122886681098
molo1266,Moloko,,10.7933,14.2521,molo1266,,1033,6.940222469119639
muya1243,Muyang,,10.86047,14.21246,muya1243,,1,0.0
vame1236,Vame,,10.9481,14.2131,vame1236,,1,0.0
pula1263,Pulaar,,13.8694,-13.4482,pula1263,,42,3.7376696182833684
sere1260,Sereer,,13.8941,-16.3916,sere1260,,78,4.356708826689592
adan1247,Adangme,,5.9437,0.13243,adan1247,,22,3.091042453358316
tsoo1241,Tso,,9.53256,11.4972,tsoo1241,,3,1.0986122886681098
ibib1240,Ibibio,,5.15279,7.86688,ibib1240,,61,4.110873864173311
akwa1248,Akwa,,-0.39897,15.4623,akwa1248,,2,0.6931471805599453
kuri1259,Kuria,,-1.50636,34.5049,kuri1259,,51,3.9318256327243257
tief1242,Tiefo-Daramandugu,,10.7184,-4.52619,tief1242,,8,2.0794415416798357
mama1272,Mama,,8.8062,8.78601,mama1272,,2,0.6931471805599453
ling1263,Kinshasa Lingala,,-4.409174,15.28532,ling1263,,1,0.0
kiku1240,Kikuyu,,-0.29005,36.719,kiku1240,,8,2.0794415416798357
amun1246,Amundava,,-9.04023,-62.3064,amun1246,,2,0.6931471805599453
dand1239,Danda,,,,dand1239,,1,0.0
maay1238,Maay,,3.22288,43.6182,maay1238,,12,2.4849066497880004
gagn1235,Gagnoa Bété,,6.10051,-5.9701,gagn1235,,4,1.3862943611198906
krua1234,Kru,,,,krua1234,,2,0.6931471805599453
gbad1242,Gbadi,,,,gbad1242,,4,1.3862943611198906
vata1239,Vata,,,,vata1239,,2,0.6931471805599453
mani1292,Manipuri,,24.4409,93.3426,mani1292,,3,1.0986122886681098
sene1264,Seneca,,42.56,-77.53,sene1264,,2,0.6931471805599453
zagh1240,Beria,,17.4842,23.4626,zagh1240,,16,2.772588722239781
buna1275,Bunaba,,-17.8297,125.631,buna1275,,2,0.6931471805599453
tama1332,Tama,,,,tama1332,,1,0.0
bamb1262,Bambassi,,9.82554,34.6522,bamb1262,,76,4.330733340286331
hozo1236,Hozo,,9.38875,34.60448,hozo1236,,1,0.0
taro1265,Tarokoid,,,,taro1265,,1,0.0
taro1263,Tarok,,8.98356,10.0288,taro1263,,1,0.0
bium1280,Biu-Mandara,,,,bium1280,,8,2.0794415416798357
weno1238,Wobe-Wè Northern,,7.40391,-7.24617,weno1238,,1,0.0
bong1285,Bongo,,7.4145,27.9918,bong1285,,11,2.3978952727983707
kain1275,Kainji,,,,kain1275,,5,1.6094379124341003
mann1248,Mann,,7.04616,-8.86405,mann1248,,1,0.0
guro1248,Guro,,7.34954,-6.31154,guro1248,,2,0.6931471805599453
plat1254,Plateau Malagasy,,-19.5907,47.1211,plat1254,,9,2.1972245773362196
sigi1234,Sigidi,,,,sigi1234,,1,0.0
kula1277,Kulango,,,,kula1277,,4,1.3862943611198906
cang1245,Cangin,,,,cang1245,,2,0.6931471805599453
nort2775,Northwest Gbaya,,5.9503,15.2569,nort2775,,3,1.0986122886681098
gada1257,Ga-Dangme,,,,gada1257,,2,0.6931471805599453
polc1243,Polci,,10.0258,9.53362,polc1243,,1,0.0
bant1294,Bantoid,,,,bant1294,,5,1.6094379124341003
poto1254,Potou-Tano,,,,poto1254,,1,0.0
ngas1240,Ngas,,9.32042,9.46146,ngas1240,,2,0.6931471805599453
yiwo1237,Yiwom,,8.97395,9.78757,yiwo1237,,1,0.0
lend1245,Lendu,,2.1898,30.6794,lend1245,,2,0.6931471805599453
mang1396,Mangbutu,,2.74779,29.7358,mang1396,,4,1.3862943611198906
gbay1292,Kresh,,,,gbay1292,,2,0.6931471805599453
mang1394,Mangbetu,,2.5511,27.0712,mang1394,,4,1.3862943611198906
jowu1238,Jowulu,,10.7691,-5.47873,jowu1238,,1,0.0
sout2808,Sumayela Ndebele,,-25.6272,29.048,sout2808,,77,4.343805421853684
logo1258,Logooli,,0.09487,34.729,logo1258,,137,4.919980925828125
sira1266,Sira,,-1.78084,10.4635,sira1266,,10,2.302585092994046
nyan1308,Nyanja,,-14.8047,32.8108,nyan1308,,55,4.007333185232471
nucl1417,Igbo,,4.62705,7.23441,nucl1417,,45,3.8066624897703196
kiny1244,Kinyarwanda,,-1.56771,29.6441,kiny1244,,11,2.3978952727983707
tswa1253,Tswana,,-24.368,24.7587,tswa1253,,4,1.3862943611198906
kaon1241,Kaonde,,-12.4129,25.7646,kaon1241,,2,0.6931471805599453
akan1250,Akan,,6.34756,-1.33254,akan1250,,189,5.241747015059643
kobi1242,Kobi,,,,kobi1242,,1,0.0
iris1253,Irish,,53.2186,-7.61509,iris1253,,11,2.3978952727983707
fant1241,Fante,,,,fant1241,,18,2.8903717578961645
yaaa1241,Yaa,,,,yaaa1241,,3,1.0986122886681098
lopi1242,Lopit,,4.6986,32.7534,lopi1242,,9,2.1972245773362196
pala1344,Palauan,,7.34138,134.476678,pala1344,,2,0.6931471805599453
makh1264,Makhuwa,,-14.8509,38.8052,makh1264,,14,2.6390573296152584
mako1251,Makonde,,-10.9906,39.5133,mako1251,,11,2.3978952727983707
rong1268,Ronga,,-26.7329,32.6167,rong1268,,14,2.6390573296152584
chan1318,Changana,,,,chan1318,,4,1.3862943611198906
egyp1245,Egyptian,,,,egyp1245,,2,0.6931471805599453
jita1239,Jita,,-1.62681,33.9141,jita1239,,6,1.791759469228055
digo1243,Digo,,-4.62101,39.1752,digo1243,,5,1.6094379124341003
fuli1240,Fuliiru,,-3.04022,28.9865,fuli1240,,4,1.3862943611198906
mwan1247,Mwani,,-12.5821,40.4601,mwan1247,,4,1.3862943611198906
bena1259,Bena,,,,bena1259,,2,0.6931471805599453
kabw1241,Kabwa,,-1.7124,34.3923,kabw1241,,1,0.0
suba1252,Suba-Simbiti,,-1.103296,34.268,suba1252,,3,1.0986122886681098
kway1241,Kwaya,,-1.80737,33.71,kway1241,,2,0.6931471805599453
soma1255,Somali,,4.778704,45.152856,soma1255,,45,3.8066624897703196
yaww1238,Yaw,,21.6,94.8333,yaww1238,,2,0.6931471805599453
moss1236,Mossi,,11.95,-1.32,moss1236,,42,3.7376696182833684
dege1246,Degema,,4.73373,6.80991,dege1246,,38,3.6375861597263857
gunn1250,Gun,,6.48529,2.76767,gunn1250,,14,2.6390573296152584
urho1239,Urhobo,,5.31155,5.86148,urho1239,,4,1.3862943611198906
